OJETPUS,194913,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,195013,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,195113,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,195213,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,195313,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,195413,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,195513,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,195613,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,195713,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,195813,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,195913,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,196013,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,196113,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,196213,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,196313,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,196413,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,196513,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,196613,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,196713,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,196813,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,196913,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197013,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197113,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197213,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197301,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197302,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197303,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197304,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197305,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197306,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197307,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197308,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197309,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197310,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197311,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197312,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197313,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197401,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197402,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197403,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197404,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197405,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197406,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197407,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197408,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197409,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197410,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197411,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197412,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197413,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197501,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197502,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197503,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197504,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197505,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197506,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197507,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197508,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197509,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
OJETPUS,197510,Not Available,4,Electricity Net Generation From Other Gases, All Sectors,Million Kilowatthours
